member_id,account_age_days,kyc_completeness,avg_contribution,contribution_count,contribution_consistency,num_payment_methods,device_changes_30d,failed_login_attempts_30d,withdrawal_to_deposit_ratio,referral_count,days_since_last_activity,velocity_score,is_high_risk
1298,1354,1.0,3780.28,9,0.77,3,0,0,0.309,1,32,0.572,0
1299,1061,1.0,91942.4,13,0.766,3,0,1,0.305,4,134,0.365,0
1300,60,0.75,36550.87,9,0.588,1,1,0,0.527,1,190,0.314,0
1301,1519,0.5,72975.37,9,0.832,3,0,0,0.409,1,362,0.099,0
1302,803,0.75,955.74,5,1.0,1,0,0,0.307,0,69,0.452,0
1303,1399,0.75,65766.31,6,0.788,3,0,0,0.484,5,221,0.375,0
1304,1791,0.75,21174.07,11,0.861,1,0,0,0.138,5,196,0.742,0
1305,1221,0.5,41900.08,10,0.973,3,1,1,0.578,0,6,0.359,0
1306,1343,0.75,66524.54,12,0.768,3,1,0,0.466,0,65,0.265,0
1307,510,1.0,38912.29,15,0.954,3,0,0,0.413,0,129,0.542,0
1308,476,1.0,60916.78,9,0.315,2,0,0,0.273,0,12,0.057,0
1309,830,1.0,31628.84,6,0.634,1,0,0,0.145,1,341,0.472,0
1310,1705,1.0,96985.11,3,0.555,1,1,0,0.0,0,379,0.244,0
1311,1048,1.0,36469.5,6,1.0,3,0,0,0.0,1,335,0.096,0
1312,696,0.75,37064.04,16,0.902,3,0,0,0.0,2,292,0.433,1
1313,1559,1.0,37618.48,8,0.533,2,1,1,0.606,2,284,0.0,0
1314,1706,0.5,41000.87,9,0.58,3,0,0,0.136,1,360,0.544,0
1315,1805,1.0,12493.68,7,0.501,1,1,2,0.0,0,174,0.422,0
1316,598,1.0,17552.51,12,0.84,2,0,0,0.277,1,102,0.25,0
1317,1419,1.0,80689.72,9,0.814,2,0,0,0.062,3,125,0.637,0
1318,1181,0.75,72945.31,8,0.69,1,0,0,0.202,0,208,0.527,0
1319,898,1.0,69674.14,9,0.6,1,0,0,0.439,2,100,0.082,0
1320,794,1.0,56944.65,6,0.769,2,0,1,0.218,2,169,0.548,0
1321,229,1.0,26830.33,14,1.0,1,1,0,0.218,0,83,0.527,1
1322,550,1.0,24527.44,9,0.698,2,0,0,0.295,1,119,0.289,0
1323,1099,1.0,39660.63,12,1.0,2,0,2,0.0,0,267,0.344,0
1324,1773,0.5,89530.21,7,0.715,1,1,0,0.372,0,208,0.81,1
1325,1732,1.0,47618.86,10,0.969,2,0,0,0.657,1,191,0.503,0
1326,375,1.0,16736.26,11,0.895,1,0,0,0.208,2,391,0.092,0
1327,1358,0.75,9923.67,4,0.768,2,0,1,0.325,1,305,0.432,0
1328,170,0.75,74565.44,10,0.902,2,0,0,0.091,1,153,0.018,0
1329,1350,1.0,109232.79,13,1.0,2,0,0,0.12,2,88,0.529,0
1330,684,1.0,7461.09,8,0.788,3,0,0,0.546,0,113,0.26,0
1331,900,1.0,76322.82,6,0.738,3,0,0,0.34,2,39,0.284,0
1332,1435,1.0,55971.34,16,0.908,1,1,0,0.466,3,13,0.17,0
1333,850,1.0,20532.48,5,1.0,2,1,0,0.367,0,74,0.318,1
1334,1615,1.0,48094.92,9,0.496,2,0,2,0.261,0,12,0.46,0
1335,1067,0.75,14227.52,9,0.521,3,0,1,0.603,1,313,0.24,0
1336,1997,1.0,34270.61,6,1.0,3,0,0,0.0,0,199,0.212,0
1337,1276,1.0,41386.56,8,0.666,3,0,0,0.098,1,222,0.42,0
1338,593,0.5,96350.93,7,1.0,2,0,1,0.205,0,244,0.324,0
1339,1550,1.0,32932.43,4,0.64,3,1,0,0.311,1,152,0.34,0
1340,816,0.75,22617.69,7,0.681,2,0,0,0.225,1,328,0.23,0
1341,1068,1.0,52894.23,7,0.982,2,0,1,0.352,1,35,0.163,0
1342,274,1.0,62099.36,9,0.921,1,2,0,0.642,1,133,0.368,0
1343,239,1.0,21890.41,5,0.548,3,1,0,0.012,1,215,0.581,1
1344,1150,1.0,16125.81,7,0.894,3,1,0,0.681,1,264,0.382,0
1345,374,1.0,17467.96,14,0.641,2,1,0,0.246,0,226,0.325,0
1346,1995,1.0,96581.9,6,0.862,3,1,0,0.348,1,2,0.043,0
1347,1711,1.0,60154.54,11,0.787,1,0,0,0.306,1,96,0.281,0
1348,1402,1.0,31190.66,11,0.74,1,2,0,0.37,2,19,0.266,0
1349,1469,0.75,85738.88,8,0.651,2,1,1,0.601,1,64,0.421,0
1350,1190,0.75,21740.62,8,0.44,1,1,1,0.013,0,331,0.412,1
1351,121,1.0,38448.9,13,0.648,3,1,0,0.12,0,133,0.982,0
1352,785,0.75,13994.93,8,0.914,2,0,0,0.457,1,72,0.31,0
1353,992,1.0,83179.35,5,0.866,3,0,1,0.1,2,11,0.601,0
1354,1830,1.0,20204.77,4,0.608,1,1,0,0.0,1,296,0.608,1
1355,439,1.0,20618.55,8,0.996,2,0,1,0.461,3,254,0.557,0
1356,994,0.75,53769.33,6,0.848,1,0,0,0.107,3,327,0.402,0
1357,688,1.0,3293.98,10,0.9,3,2,0,0.52,1,326,1.0,0
1358,269,1.0,11092.94,14,0.569,3,1,2,0.188,1,388,0.188,0
1359,206,1.0,68097.44,4,1.0,1,0,0,0.585,1,112,0.521,0
1360,731,0.5,17223.71,10,0.874,3,0,1,0.364,0,78,0.581,1
1361,165,1.0,173483.73,12,1.0,2,0,0,0.125,1,86,0.0,0
1362,135,0.5,46219.57,14,0.652,2,0,1,0.0,0,332,0.047,0
1363,702,1.0,6851.83,6,0.413,2,0,0,0.242,2,312,0.709,0
1364,404,0.75,112959.37,6,0.59,1,0,0,0.314,2,94,0.475,0
1365,1110,1.0,46181.39,3,0.987,2,1,0,0.14,0,278,0.113,0
1366,36,0.75,34982.0,11,0.553,1,0,0,0.0,2,73,0.704,0
1367,604,1.0,46053.65,8,1.0,1,0,1,0.243,1,153,0.356,0
1368,907,0.75,6784.68,13,0.634,3,0,1,0.684,2,248,0.636,0
1369,1926,1.0,39445.41,13,0.857,2,0,0,0.362,0,392,0.824,0
1370,1269,1.0,18388.72,7,0.826,1,0,0,0.138,2,58,0.352,0
1371,1761,1.0,37557.66,13,0.717,2,0,0,0.337,1,77,0.0,0
1372,687,0.75,27444.24,8,0.719,3,0,0,0.457,1,269,0.206,0
1373,899,0.75,44262.1,6,0.582,1,1,3,0.068,1,160,0.0,1
1374,841,0.75,31168.82,8,1.0,3,0,0,0.236,5,313,0.173,0
1375,1774,1.0,25974.26,11,0.883,1,0,1,0.263,1,74,0.745,0
1376,1918,1.0,16545.09,10,0.454,2,0,0,0.2,2,348,0.216,0
1377,1924,0.5,7162.33,9,0.508,2,0,0,0.0,3,164,0.122,0
1378,1504,1.0,5464.05,5,0.885,3,0,1,0.465,3,47,0.787,1
1379,1006,0.5,11501.34,10,0.777,2,0,1,0.0,1,377,0.35,0
1380,1082,1.0,64382.16,9,0.416,1,1,1,0.135,1,42,0.456,1
1381,1961,1.0,15659.91,6,1.0,2,1,0,0.118,0,171,0.125,0
1382,569,1.0,22400.76,9,0.221,2,1,1,0.16,1,222,0.706,0
1383,694,1.0,22588.76,8,0.686,1,0,0,0.665,3,246,0.408,0
1384,1794,1.0,27816.34,17,0.782,2,0,0,0.223,1,267,0.595,0
1385,773,1.0,56585.95,9,0.642,1,2,1,0.566,1,375,0.035,0
1386,470,0.5,30916.55,5,0.949,2,1,0,0.333,0,296,0.722,0
1387,1121,1.0,73190.33,12,0.881,3,0,1,0.412,0,51,0.478,0
1388,651,1.0,11642.85,14,0.807,1,0,1,0.226,2,53,0.214,0
1389,1781,1.0,67823.94,7,0.764,2,1,0,0.481,0,329,0.291,0
1390,1818,0.75,103993.07,5,0.886,2,2,0,0.146,1,278,0.265,0
1391,612,0.75,39048.27,9,0.737,3,0,0,0.189,1,172,0.461,0
1392,1059,1.0,14568.52,8,0.476,3,0,0,0.17,2,224,0.427,0
1393,1968,1.0,57407.56,7,0.972,3,0,1,0.039,1,380,0.795,0
1394,1484,1.0,39594.24,11,1.0,1,0,1,0.295,2,96,0.0,0
1395,432,1.0,50198.67,13,0.796,1,1,1,0.517,1,344,0.549,0
1396,1181,1.0,74704.53,10,0.8,3,0,1,0.215,2,99,0.0,0
1397,1240,0.75,28966.89,10,0.772,1,0,1,0.1,1,197,1.0,1
1398,1307,1.0,25234.28,9,0.515,3,1,1,0.787,1,389,0.772,1
1399,50,0.75,196163.48,9,0.67,1,0,0,0.203,1,98,0.387,0
1400,599,0.75,57953.06,15,0.938,3,0,0,0.483,0,314,0.503,0
1401,1709,0.75,84021.93,6,0.83,1,0,0,0.301,1,38,0.415,0
1402,483,1.0,71663.85,13,1.0,3,1,0,0.569,2,99,0.243,0
1403,600,1.0,84751.25,15,0.929,3,0,0,0.287,0,82,0.214,0
1404,645,1.0,51487.79,11,0.698,3,0,0,0.288,0,53,0.388,0
1405,355,1.0,77721.08,10,0.914,1,0,0,0.286,0,46,0.0,0
1406,311,1.0,22524.72,9,0.74,1,0,1,0.236,1,301,0.726,1
1407,694,1.0,6946.8,12,0.451,3,2,0,0.315,2,272,0.825,0
1408,1748,1.0,17675.1,10,0.989,2,0,0,0.107,2,121,0.333,0
1409,4,1.0,35155.21,8,0.882,3,0,0,0.424,2,306,0.758,0
1410,567,1.0,31530.34,10,1.0,1,0,1,0.978,0,2,0.27,0
1411,122,1.0,39771.67,9,0.673,3,0,1,0.066,1,91,0.257,0
1412,1123,1.0,21362.31,6,0.927,3,0,0,0.379,3,256,0.449,0
1413,501,1.0,3967.57,10,0.632,2,0,1,0.304,2,325,0.528,0
1414,1584,1.0,28291.28,8,0.607,2,0,0,0.017,2,204,0.187,0
1415,1170,1.0,10148.29,6,1.0,1,0,0,0.495,1,139,0.482,0
1416,1567,0.75,38449.56,14,0.368,2,1,0,0.189,0,83,0.469,0
1417,1270,1.0,53333.74,8,0.772,1,0,0,0.128,2,205,0.0,0
1418,877,1.0,27830.62,7,1.0,2,0,0,0.642,3,367,0.329,0
1419,1722,1.0,13685.57,11,0.47,2,0,3,0.215,1,381,0.342,0
1420,953,1.0,41373.0,9,0.677,1,0,0,0.592,0,299,0.245,0
1421,1899,0.75,203281.16,9,0.96,3,0,0,0.435,2,1,0.246,0
1422,1989,1.0,57933.77,8,0.538,1,0,0,0.324,1,85,0.519,0
1423,1178,0.75,61126.06,7,0.844,2,1,0,0.459,1,160,0.0,0
1424,1349,1.0,25425.27,7,0.62,2,0,1,0.497,0,397,0.669,0
1425,512,0.75,18936.35,8,1.0,1,0,0,0.256,3,290,0.366,0
1426,1629,1.0,84886.31,7,1.0,1,0,0,0.208,0,136,0.709,0
1427,1343,1.0,2229.2,5,0.683,1,1,0,0.514,2,203,0.241,1
1428,1805,1.0,20770.35,10,0.204,1,1,2,0.995,1,101,0.641,0
1429,534,0.75,120233.68,8,0.882,3,1,0,0.0,0,280,0.536,0
1430,1575,1.0,36614.2,7,0.983,1,2,0,0.021,2,39,0.0,0
1431,941,1.0,8041.17,7,0.883,1,0,0,0.059,1,21,0.353,0
1432,371,1.0,54507.48,8,0.858,3,0,0,0.219,4,261,1.0,0
1433,343,1.0,27984.19,9,0.831,2,0,1,0.056,0,204,0.611,1
1434,1124,0.5,6051.18,16,0.71,1,0,1,0.453,2,238,0.124,1
1435,639,1.0,47096.13,17,0.625,3,2,0,0.0,1,114,0.282,0
1436,204,0.75,41908.54,7,0.785,3,1,0,0.193,4,177,0.607,0
1437,854,0.75,40050.93,10,0.729,2,1,0,0.176,1,252,0.485,0
1438,1306,1.0,57330.48,8,0.913,1,0,0,0.549,0,177,0.021,0
1439,638,1.0,12796.42,9,0.604,2,0,0,0.288,1,327,0.0,0
1440,1910,0.5,50741.03,8,0.688,2,1,1,0.0,1,211,0.578,1
1441,1559,0.5,44280.43,11,0.79,1,0,0,0.374,1,88,0.329,1
1442,1025,0.75,83648.26,8,0.62,2,0,0,0.068,0,32,0.667,0
1443,1869,0.75,20519.83,8,0.493,2,1,0,0.002,1,6,0.486,0
1444,866,1.0,94028.05,10,0.9,2,0,0,0.577,1,186,0.195,0
1445,280,0.75,70782.23,8,0.51,1,1,0,0.192,3,343,0.39,0
1446,72,1.0,35471.01,12,0.808,1,0,1,0.423,1,365,0.293,0
1447,1876,0.75,40031.61,13,0.877,2,1,0,0.181,0,315,0.472,0
1448,1919,0.5,2547.73,7,1.0,3,0,0,0.362,1,334,0.175,0
1449,1478,1.0,39153.24,15,1.0,3,0,0,0.65,1,127,0.02,0
1450,206,0.75,67325.88,8,1.0,3,0,1,0.347,2,259,0.36,0
1451,588,1.0,31173.11,9,0.629,1,0,0,0.21,0,203,0.186,0
1452,83,1.0,83502.71,6,0.711,3,3,0,0.0,1,369,0.636,0
1453,103,1.0,55204.05,9,0.831,1,3,0,0.522,2,9,0.34,0
1454,492,1.0,145241.26,11,0.758,1,0,0,0.42,1,390,0.465,0
1455,1144,0.5,21854.89,12,0.801,3,0,0,0.381,1,147,0.306,1
1456,131,1.0,62769.45,9,1.0,1,0,1,0.28,2,284,0.44,1
1457,1969,1.0,10470.79,12,0.796,3,1,1,0.581,1,163,0.552,1
1458,910,1.0,33573.02,6,0.953,1,0,0,0.19,3,45,0.46,0
1459,528,0.75,57611.71,8,0.543,2,0,1,0.438,1,349,0.0,0
1460,1032,1.0,65610.86,11,0.866,3,0,0,0.754,1,20,0.289,0
1461,1580,0.75,29198.84,7,0.434,2,1,1,0.32,0,44,0.911,0
1462,625,0.75,89865.46,10,0.993,3,1,0,0.216,1,316,0.493,0
1463,95,1.0,103512.86,10,0.731,3,0,0,0.161,1,343,0.288,0
1464,102,0.75,22083.03,14,0.492,2,0,0,0.158,1,231,0.272,0
1465,1704,0.75,34435.43,7,0.712,2,1,0,0.309,3,69,0.751,0
1466,224,0.5,31575.43,8,0.863,2,1,0,0.714,1,232,0.532,0
1467,1271,1.0,25407.77,5,0.52,3,0,0,0.408,4,210,0.084,0
1468,769,0.75,99121.52,8,0.592,3,0,2,0.351,1,218,0.9,0
1469,1555,1.0,98341.69,6,0.689,1,0,1,0.336,1,44,0.471,0
1470,121,0.75,32461.94,5,0.935,1,1,0,0.0,2,17,0.465,0
1471,1795,1.0,62547.92,7,0.365,2,0,0,0.276,0,207,0.77,0
1472,1396,0.75,82828.32,4,0.86,2,1,0,0.068,0,34,0.441,0
1473,899,1.0,47581.08,4,0.717,2,0,0,0.676,2,390,0.506,0
1474,414,0.75,30462.22,7,0.982,1,0,1,0.082,1,90,0.02,0
1475,1954,0.5,20685.74,8,0.848,1,0,0,0.0,0,336,0.378,0
1476,604,0.75,66901.9,13,1.0,3,1,0,0.0,2,244,0.084,0
1477,981,0.5,11435.85,10,0.85,2,0,0,0.106,0,182,0.27,0
1478,788,0.75,31151.05,11,0.526,2,0,0,0.0,0,223,0.462,1
1479,461,1.0,26840.51,4,0.854,2,1,0,0.347,0,31,0.0,0
1480,833,1.0,10690.1,15,0.866,1,1,0,0.359,2,2,0.481,0
1481,303,0.5,36671.6,5,0.628,1,0,1,0.028,0,152,0.61,0
1482,4,1.0,33839.6,13,0.658,3,1,0,0.516,2,158,0.0,0
1483,580,1.0,16921.28,10,0.285,1,0,1,0.258,1,142,0.23,0
1484,225,0.75,96559.15,11,0.913,3,1,0,0.262,1,58,0.021,0
1485,830,1.0,67236.45,12,0.737,1,1,0,0.517,3,76,0.53,1
1486,1725,0.5,40536.62,10,0.65,2,1,0,0.583,1,142,0.274,0
1487,325,0.75,74679.9,10,0.563,3,1,0,0.046,0,322,0.681,0
1488,3,1.0,87368.27,6,0.664,3,0,0,0.0,1,197,0.072,0
1489,223,1.0,99566.08,11,0.851,1,0,1,0.205,1,150,0.449,0
1490,1016,1.0,21740.07,10,0.799,1,1,0,0.687,1,180,0.191,0
1491,550,1.0,74659.45,15,0.696,2,0,0,0.107,0,108,0.404,0
1492,979,1.0,33955.68,8,0.518,3,0,0,0.542,0,323,0.318,0
1493,59,0.5,46345.62,12,0.694,1,0,0,0.057,1,305,0.576,1
1494,666,0.75,22737.97,5,0.595,3,0,0,0.262,0,33,0.472,0
1495,820,0.75,39059.76,9,0.717,2,0,1,0.156,0,110,0.687,0
1496,863,0.5,75425.44,11,0.885,2,0,0,0.403,1,86,0.376,0
1497,1102,0.5,117070.35,13,0.652,3,2,0,0.337,3,381,0.172,1
1498,1561,1.0,36102.22,8,1.0,2,0,0,0.076,3,199,0.553,0
1499,934,0.75,17448.16,8,0.646,2,0,0,0.179,0,142,0.381,0
1500,1682,0.75,128916.71,4,0.416,1,1,0,0.033,3,298,0.333,0
1501,1059,1.0,20981.83,14,0.715,1,1,0,0.357,2,140,0.485,0
1502,521,1.0,7144.13,8,0.638,2,2,0,0.046,1,351,0.21,0
1503,458,1.0,24378.31,8,1.0,3,0,1,0.324,0,109,0.845,0
1504,645,0.75,84416.96,14,0.666,1,0,0,0.399,2,195,0.663,1
1505,1195,1.0,19730.27,11,0.453,3,0,0,0.465,0,3,0.491,0
1506,485,0.75,13395.75,5,0.758,1,0,0,0.468,1,367,0.464,0
1507,1828,1.0,43087.19,18,0.717,3,0,1,0.384,0,273,0.41,0
1508,960,0.75,117108.53,11,0.517,3,0,0,0.03,0,237,0.27,0
1509,1726,0.75,55967.77,10,0.822,1,0,1,0.083,2,249,0.526,0
1510,1366,1.0,11239.95,12,0.863,3,0,0,0.082,1,334,0.294,0
1511,667,0.75,159610.32,8,0.766,1,0,0,0.284,2,225,0.81,1
1512,457,0.75,51170.16,8,0.697,1,0,0,0.573,2,144,0.759,0
1513,1488,1.0,78539.68,6,0.676,3,1,0,0.126,1,294,0.455,0
1514,662,0.5,8794.04,12,0.625,1,2,1,0.223,1,121,0.631,1
1515,494,1.0,141936.13,10,0.494,1,0,0,0.6,0,322,0.024,0
1516,1860,1.0,28733.95,7,1.0,1,0,0,0.0,0,300,0.442,0
1517,965,0.75,7981.73,3,1.0,1,0,1,0.68,0,84,0.0,0
1518,98,1.0,47117.39,8,0.545,2,0,0,0.456,0,218,0.426,0
1519,990,0.5,78512.93,10,0.629,2,1,0,0.125,3,133,0.199,0
1520,922,1.0,62312.07,8,0.534,3,1,0,0.215,0,224,0.626,0
1521,1728,0.75,61514.19,9,0.928,3,1,0,0.724,0,26,0.42,0
1522,1423,0.75,58324.38,5,0.547,2,1,1,0.175,5,313,0.307,0
1523,383,0.75,43926.98,8,0.89,2,0,0,0.479,3,377,0.311,0
1524,301,1.0,8755.85,8,0.836,3,0,0,0.81,1,265,0.0,0
1525,1207,1.0,33544.17,8,0.719,1,1,0,0.29,0,225,0.621,0
1526,95,1.0,29866.35,10,1.0,1,0,0,0.298,2,94,0.745,0
1527,638,1.0,99841.67,4,0.68,1,0,2,0.853,2,330,0.595,1
1528,277,1.0,84504.83,4,0.75,3,0,0,0.028,1,54,0.276,0
1529,42,1.0,26659.0,10,0.507,1,0,0,0.295,2,207,0.183,0
1530,1837,1.0,69921.01,9,0.262,2,0,2,0.407,2,6,0.0,0
1531,180,1.0,37540.6,11,0.962,2,0,0,0.0,3,327,0.303,0
1532,19,1.0,7179.65,8,0.626,3,1,0,0.01,3,291,0.0,0
1533,1865,1.0,2594.46,6,0.981,2,0,0,0.157,2,236,0.0,0
1534,377,1.0,64054.57,7,0.68,2,0,0,0.402,4,222,0.642,0
1535,1633,0.75,15133.97,2,0.728,1,1,0,0.179,3,6,0.8,0
1536,63,1.0,15068.51,9,0.791,3,1,0,0.278,0,144,0.244,0
1537,307,0.75,21512.52,5,0.642,1,2,0,0.495,3,164,0.518,0
1538,222,1.0,65085.99,5,0.427,1,0,0,0.45,0,47,0.277,0
1539,1412,1.0,85311.08,14,0.576,2,1,0,0.0,2,143,0.694,0
1540,1240,1.0,84045.04,9,0.56,2,1,1,0.346,0,77,0.457,0
1541,951,1.0,6198.1,12,0.743,2,0,1,0.437,1,216,0.554,0
1542,484,1.0,20685.95,5,0.973,1,1,0,0.28,1,257,0.0,0
1543,178,0.75,17739.67,15,0.605,1,1,1,0.431,1,189,0.377,1
1544,1138,1.0,65052.1,7,0.73,1,1,0,0.492,3,60,0.268,0
1545,462,1.0,20987.18,9,0.798,2,0,0,0.381,1,79,0.743,0
1546,1180,0.75,35395.87,12,0.591,3,0,0,0.276,4,219,0.264,0
1547,1375,0.75,69344.08,8,0.827,1,0,0,0.363,0,84,0.338,0
1548,1699,0.75,41064.12,9,0.97,2,0,2,0.0,1,173,0.0,1
1549,988,1.0,51012.82,7,0.829,2,0,0,0.653,1,290,0.438,1
1550,10,1.0,34362.02,10,0.74,1,0,0,0.631,0,272,0.426,1
1551,562,1.0,79217.94,5,0.582,2,1,0,0.613,0,126,0.328,0
1552,1706,1.0,84829.55,8,0.726,3,1,0,0.332,0,330,0.719,0
1553,1066,1.0,58305.08,9,0.599,1,1,0,0.443,1,290,0.405,0
1554,1238,1.0,85069.57,13,0.633,1,0,0,0.335,1,363,0.243,0
1555,916,1.0,194824.26,9,0.726,3,0,1,0.381,0,192,0.2,0
1556,326,1.0,68484.43,11,0.708,3,0,0,0.642,2,378,0.587,0
1557,1793,0.75,38549.41,10,0.957,2,0,0,0.0,2,265,0.0,0
1558,1546,1.0,51903.11,12,0.632,3,1,0,0.41,1,184,0.234,0
1559,1990,1.0,91132.81,8,0.828,2,2,0,0.092,1,136,0.368,1
1560,1711,1.0,28441.4,9,0.657,3,0,0,0.012,0,280,0.297,0
1561,582,1.0,26527.26,8,0.568,2,1,1,0.268,1,267,0.382,0
1562,509,1.0,51244.81,9,0.871,2,0,0,0.0,1,257,0.683,0
1563,497,0.75,37989.84,11,0.834,1,1,1,0.0,1,152,0.332,0
1564,1837,1.0,17572.87,12,0.63,2,1,1,0.0,2,208,0.151,0
1565,1114,0.75,45454.03,9,0.125,1,0,0,0.179,0,259,0.785,0
1566,909,1.0,104252.49,11,0.974,1,3,1,0.433,6,234,0.331,0
1567,1936,0.75,56884.38,9,0.905,3,1,0,0.506,1,289,0.506,0
1568,1207,1.0,14365.83,12,0.981,2,1,0,0.794,3,306,0.77,0
1569,1818,1.0,63650.17,7,0.992,1,0,2,0.199,1,383,0.22,0
1570,1969,0.75,32037.17,12,0.753,1,1,0,0.499,0,342,0.846,0
1571,159,1.0,153722.78,6,0.667,3,1,0,0.345,3,63,0.846,0
1572,723,1.0,60044.72,5,0.392,2,0,0,0.338,0,90,0.217,0
1573,1468,1.0,24221.35,8,0.777,2,0,0,0.393,1,13,0.257,0
1574,1626,0.75,67130.92,9,0.66,1,2,0,0.5,1,31,0.584,0
1575,297,0.5,47963.31,9,0.593,1,1,0,0.42,0,3,0.762,0
1576,637,1.0,97499.31,12,0.478,2,0,0,0.201,2,86,0.607,0
1577,1096,1.0,26407.57,6,0.544,1,0,0,0.446,1,78,0.39,0
1578,1598,1.0,59944.2,10,0.481,2,0,0,0.143,0,318,0.534,0
1579,226,0.75,8766.81,10,0.949,3,0,0,0.447,1,256,0.578,0
1580,1201,1.0,43962.15,12,0.973,3,0,0,0.329,0,225,0.479,0
1581,593,1.0,13979.47,10,0.602,2,0,0,0.0,2,79,0.287,0
1582,433,0.75,46775.1,12,0.995,2,0,0,0.265,0,257,0.604,0
1583,1031,1.0,54806.29,7,0.771,3,3,0,0.533,3,395,0.335,0
1584,828,0.75,58276.84,11,1.0,2,0,0,0.268,0,302,0.0,0
1585,1271,1.0,26373.5,6,0.869,3,1,1,0.357,1,22,0.059,0
1586,635,1.0,44988.26,11,0.876,2,0,0,0.18,0,81,0.724,0
1587,1646,1.0,89323.11,9,0.799,1,0,0,0.231,0,15,0.133,0
1588,157,1.0,125792.24,8,0.606,1,0,0,0.537,1,272,0.427,0
1589,1723,0.5,46170.35,9,0.486,1,1,0,0.192,0,388,0.72,0
1590,60,0.75,91016.31,10,0.791,3,0,0,0.012,2,66,0.445,1
1591,1472,0.75,19031.43,6,0.731,1,0,0,0.0,0,376,0.976,1
1592,693,1.0,29965.44,8,1.0,1,0,1,0.11,0,221,0.377,0
1593,767,1.0,50071.0,4,0.9,3,0,0,0.025,3,207,0.195,0
1594,39,0.75,38186.8,7,0.581,2,0,0,0.0,3,50,0.04,0
1595,1404,0.75,35102.95,13,0.733,3,1,0,0.032,1,6,0.0,0
1596,331,0.75,84543.92,5,0.676,1,0,1,0.052,3,97,0.787,0
1597,1318,1.0,16286.88,15,0.742,3,1,2,0.036,3,209,0.122,0
1598,1450,1.0,17876.1,7,0.488,2,1,0,0.646,1,238,0.0,0
1599,1690,1.0,11848.79,5,0.932,1,2,0,0.0,1,47,0.311,1
1600,1416,1.0,51208.59,5,0.671,2,1,0,0.444,2,380,0.254,0
1601,603,0.75,32001.78,7,0.881,1,0,0,0.434,5,72,0.234,0
1602,1477,1.0,78914.36,10,0.629,1,2,0,0.454,1,152,0.724,0
1603,1652,1.0,47982.14,7,0.67,1,0,0,0.288,0,163,0.457,0
1604,634,0.75,25849.12,6,0.869,3,0,0,0.616,0,255,0.619,0
1605,249,1.0,22560.85,10,0.336,2,0,0,0.3,4,345,0.974,0
1606,1780,0.5,36377.3,4,0.947,3,0,0,0.247,0,340,0.202,0
1607,296,1.0,14178.61,12,1.0,3,0,0,0.592,2,351,0.458,0
1608,1188,1.0,85935.02,11,1.0,1,0,1,0.257,1,118,0.053,0
1609,473,1.0,30736.52,6,0.61,3,0,0,0.0,2,202,0.785,0
1610,252,1.0,9809.84,3,0.81,1,0,0,0.425,2,346,0.349,0
1611,1553,0.75,97913.97,6,0.661,1,1,0,0.571,0,264,0.0,0
1612,288,1.0,36809.54,7,0.453,1,0,0,0.373,0,273,0.067,0
1613,1340,1.0,63367.99,10,0.768,2,0,0,0.209,1,188,0.773,0
1614,1386,1.0,26164.9,12,0.459,3,1,1,0.365,0,90,0.0,0
1615,121,1.0,100227.32,13,0.87,1,1,0,0.471,1,40,0.375,0
1616,346,0.75,19952.16,7,0.914,2,2,0,0.042,0,187,0.524,0
1617,1588,1.0,31989.5,10,1.0,3,1,0,0.0,2,288,0.541,0
1618,1015,1.0,6684.88,4,0.852,3,0,0,0.266,1,321,1.0,0
1619,243,0.75,98562.9,4,0.667,1,0,0,0.559,1,360,0.38,0
1620,1983,1.0,23434.27,9,0.712,2,1,0,0.016,3,188,0.159,0
1621,530,1.0,52112.96,10,0.775,3,0,0,0.0,0,366,0.181,0
1622,9,1.0,57663.84,11,1.0,1,1,0,0.351,2,282,0.691,1
1623,1848,1.0,87776.15,9,1.0,3,2,0,0.242,0,321,0.0,0
1624,34,1.0,49236.49,9,0.733,1,1,1,0.127,0,105,0.459,0
1625,1107,1.0,38563.62,17,0.947,2,0,0,0.591,2,67,0.811,0
1626,1986,0.75,81626.55,11,0.647,1,0,0,0.132,1,100,0.423,0
1627,1156,1.0,56967.21,4,0.837,1,0,0,0.39,1,69,0.729,0
1628,1169,1.0,34026.35,8,0.68,2,1,0,0.51,1,316,0.0,1
1629,776,1.0,101588.53,9,0.799,1,1,0,0.248,2,264,0.719,0
1630,254,1.0,60220.05,10,0.586,3,0,0,0.51,0,176,0.451,0
1631,1145,1.0,13012.58,7,0.466,1,0,1,0.467,3,83,0.265,0
1632,1794,1.0,114195.9,8,0.501,2,0,0,0.346,1,272,0.269,0
1633,183,1.0,25596.98,7,0.867,3,0,0,0.206,0,188,0.836,0
1634,1760,1.0,87476.63,10,0.527,1,1,1,0.658,2,394,0.192,0
1635,830,1.0,10000.62,10,0.682,1,0,1,0.527,2,129,0.205,1
1636,1072,0.5,81274.46,11,0.928,2,0,0,0.485,0,396,0.804,1
1637,331,1.0,13825.13,7,0.974,3,2,0,0.314,2,201,0.475,0
1638,1243,1.0,48258.43,9,0.554,2,0,2,0.165,1,192,0.524,0
1639,365,1.0,59012.39,9,0.27,3,0,1,0.0,0,306,0.142,0
1640,547,1.0,34616.25,9,0.589,2,1,0,0.431,0,225,0.139,0
